Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,1500
1,0,2,188,1500
2,0,2,375,1500
3,0,2,562,1500
4,0,2,748,1500
5,0,2,934,1500
6,0,2,1119,1500
7,0,162,1144,1500
8,0,337,1146,1500
9,0,352,1148,0
10,0,350,1150,0
11,0,348,1152,0
12,0,348,1152,0
13,0,347,1153,0
14,0,345,1155,0
15,0,344,1156,0
16,0,344,1156,0
17,0,344,1156,0
18,0,344,1156,0
19,0,344,1156,0
20,0,344,1156,0
21,0,342,1158,0
22,0,342,1158,0
23,0,340,1160,0
24,0,340,1160,0
25,0,340,1160,0
26,0,340,1160,0
27,0,340,1160,0
28,0,340,1160,0
29,0,340,1160,0
30,0,340,1160,0
31,0,340,1160,0
32,0,340,1160,0
33,0,340,1160,0
34,0,340,1160,0
35,0,340,1160,0
36,0,340,1160,0
37,0,340,1160,0
38,0,338,1162,0
39,0,336,1164,0
40,0,336,1164,0
41,0,336,1164,0
42,0,336,1164,0
43,0,336,1164,0
44,0,336,1164,0
45,0,336,1164,0
46,0,336,1164,0
47,0,336,1164,0
48,0,336,1164,0
49,0,336,1164,0
50,0,336,1164,0
51,0,336,1164,0
52,0,336,1164,0
53,0,336,1164,0
54,0,336,1164,0
55,0,336,1164,0
56,0,336,1164,0
57,0,336,1164,0
58,0,336,1164,0
59,0,336,1164,0
60,0,336,1164,0
61,0,336,1164,0
62,0,336,1164,0
63,0,336,1164,0
64,0,336,1164,0
65,0,336,1164,0
66,0,336,1164,0
67,0,336,1164,0
68,0,336,1164,0
69,0,334,1166,0
70,0,334,1166,0
71,0,333,1167,0
72,0,333,1167,0
73,0,333,1167,0
74,0,333,1167,0
75,0,333,1167,0
76,0,333,1167,1500
77,0,333,1167,1500
78,0,333,1167,1500
79,0,333,1167,1500
80,0,333,1167,1500
81,0,333,1167,1500
82,0,333,1167,1500
83,0,333,1167,1500
84,0,333,1167,1500
85,0,333,1167,1500
86,0,333,1167,1500
87,0,333,1167,1500
88,0,333,1167,1500
89,0,333,1167,1500
90,0,333,1167,1500
91,0,333,1167,1500
92,0,333,1167,1500
93,0,333,1167,1500
94,0,333,1167,1500
95,0,333,1167,1500
96,0,333,1167,1500
97,0,333,1167,1500
98,0,333,1167,1500
99,0,333,1167,1500
100,0,333,1167,1500
101,0,333,1167,1500
102,0,333,1167,1500
103,0,333,1167,1500
104,0,333,1167,1500
105,0,333,1167,1500
106,0,333,1167,1500
107,0,333,1167,1500
108,0,333,1167,1500
109,2,333,1165,1500
110,4,333,1163,1500
111,5,333,1162,1500
112,6,333,1161,1500
113,6,333,1161,1500
114,6,333,1161,1500
115,6,333,1161,1500
116,6,333,1161,1500
117,6,333,1161,1500
118,6,333,1161,1500
119,6,333,1161,1500
120,6,333,1161,1500
121,6,333,1161,1500
122,6,333,1161,1500
123,8,333,1159,1500
124,8,333,1159,1500
125,8,333,1159,1500
126,8,333,1159,1500
127,10,333,1157,1500
128,11,333,1156,1500
129,11,333,1156,1500
130,11,333,1156,1500
131,11,333,1156,1500
132,12,333,1155,1500
133,12,333,1155,1500
134,108,237,1155,1500
135,276,69,1155,1500
136,345,0,1155,1500
137,346,0,1154,1500
138,346,0,1154,1500
139,346,0,1154,1500
140,346,0,1154,1500
141,346,0,1154,1500
142,347,0,1153,1500
143,347,0,1153,1500
144,347,0,1153,1500
145,347,0,1153,1500
146,347,0,1153,1500
147,348,0,1152,1500
148,348,0,1152,1500
149,348,0,1152,1500
150,348,0,1152,1500
151,348,0,1152,1500
152,348,0,1152,1500
153,349,0,1151,1500
154,349,0,1151,1500
155,349,0,1151,1500
156,349,0,1151,1500
158,349,0,1151,1500
159,350,0,1150,1500
160,350,0,1150,1500
161,350,0,1150,1500
162,350,0,1150,1500
163,350,0,1150,1500
164,351,0,1149,1500
165,351,0,1149,1500
166,351,0,1149,1500
167,351,0,1149,1500
168,351,0,1149,1500
169,352,0,1148,1500
170,352,0,1148,1500
171,352,0,1148,1500
172,352,0,1148,1500
173,352,0,1148,1500
174,353,0,1147,1500
175,353,0,1147,1500
176,353,0,1147,1500
177,353,0,1147,1500
178,353,0,1147,1500
179,354,0,1146,1500
180,354,0,1146,1500
181,354,0,1146,1500
182,354,0,1146,1500
183,354,0,1146,1500
184,355,0,1145,1500
185,355,0,1145,1500
186,355,0,1145,1500
187,355,0,1145,1500
188,355,0,1145,1500
189,356,0,1144,1500
190,356,0,1144,1500
191,356,0,1144,1500
192,356,0,1144,1500
193,356,0,1144,1500
194,437,0,1063,1500
195,625,0,875,1500
196,625,0,875,1500
197,625,0,875,1500
198,625,0,875,1500
199,1371,0,129,1500
200,1371,0,129,1500
201,1373,0,127,1500
202,1373,0,127,1500
203,1373,0,127,1500
204,1373,0,127,1500
205,1373,0,127,1500
206,1373,0,127,1500
207,1373,0,127,1500
208,1373,0,127,1500
209,1373,0,127,1500
210,1373,0,127,1500
211,1373,0,127,1500
212,1373,0,127,1500
213,1373,0,127,1500
214,1373,0,127,1500
215,1373,0,127,1500
216,1373,0,127,1500
217,1373,0,127,1500
218,1373,0,127,1500
219,1373,0,127,1500
220,1373,0,127,1500
221,1373,0,127,1500
222,1373,0,127,1500
223,1373,0,127,1500
224,1373,0,127,1500
225,1373,0,127,1500
226,1373,0,127,1500
227,1373,0,127,1500
228,1373,0,127,1500
229,1373,0,127,1500
230,1373,0,127,1500
231,1373,0,127,1500
232,1373,0,127,1500
233,1373,0,127,1500
234,1373,0,127,1500
235,1373,0,127,1500
236,1373,0,127,1500
237,1373,0,127,1500
238,1373,0,127,1500
239,1373,0,127,1500
240,1373,0,127,1500
241,1373,0,127,1500
