Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,1500
1,0,2,644,1500
2,0,126,1145,1500
3,0,353,1147,1500
4,0,352,1148,1500
5,0,351,1149,1500
6,0,351,1149,0
7,0,351,1149,0
8,0,351,1149,0
9,0,349,1151,0
10,0,349,1151,0
11,0,349,1151,0
12,0,349,1151,0
13,0,349,1151,0
14,0,349,1151,0
15,0,349,1151,0
16,0,349,1151,0
17,0,347,1153,0
18,0,347,1153,0
19,0,347,1153,0
20,0,347,1153,0
21,0,347,1153,0
22,0,347,1153,0
23,0,347,1153,0
24,0,347,1153,0
25,0,347,1153,0
26,0,347,1153,0
27,0,347,1153,0
28,0,347,1153,0
29,0,347,1153,0
30,0,347,1153,0
31,0,347,1153,0
32,0,347,1153,0
33,0,322,1178,0
34,0,322,1178,0
35,0,322,1178,0
36,0,322,1178,0
37,0,322,1178,0
38,0,322,1178,0
39,0,322,1178,0
40,0,322,1178,0
41,0,322,1178,0
42,0,322,1178,0
43,0,322,1178,0
44,0,322,1178,0
45,0,322,1178,0
46,0,322,1178,0
47,0,322,1178,0
48,0,322,1178,0
49,0,322,1178,0
50,0,322,1178,0
51,0,322,1178,0
52,0,322,1178,0
53,0,322,1178,0
54,0,322,1178,0
55,0,322,1178,0
56,0,322,1178,0
57,0,322,1178,0
58,0,322,1178,0
59,0,322,1178,0
60,0,322,1178,0
61,0,322,1178,0
62,0,322,1178,0
63,0,322,1178,0
64,2,322,1176,0
65,2,322,1176,0
66,2,320,1178,0
67,2,320,1178,0
68,2,320,1178,0
69,4,320,1176,0
70,4,320,1176,0
71,4,320,1176,0
72,4,320,1176,0
73,4,320,1176,0
74,6,320,1174,0
75,6,320,1174,0
76,6,320,1174,1500
77,6,320,1174,1500
78,6,320,1174,1500
79,8,320,1172,1500
80,8,320,1172,1500
81,8,320,1172,1500
82,8,320,1172,1500
83,8,320,1172,1500
84,10,320,1170,1500
85,10,320,1170,1500
86,10,320,1170,1500
87,10,320,1170,1500
88,10,320,1170,1500
89,12,320,1168,1500
90,12,320,1168,1500
91,12,320,1168,1500
92,12,320,1168,1500
93,12,320,1168,1500
94,14,320,1166,1500
95,14,320,1166,1500
96,14,320,1166,1500
97,14,320,1166,1500
98,16,320,1164,1500
99,16,320,1164,1500
100,16,320,1164,1500
101,16,320,1164,1500
102,16,320,1164,1500
103,18,320,1162,1500
104,18,320,1162,1500
105,18,320,1162,1500
106,18,320,1162,1500
107,18,320,1162,1500
108,20,320,1160,1500
109,20,320,1160,1500
110,22,320,1158,1500
111,22,320,1158,1500
112,22,320,1158,1500
113,24,320,1156,1500
114,24,320,1156,1500
115,24,320,1156,1500
116,24,320,1156,1500
117,24,320,1156,1500
118,26,320,1154,1500
119,26,320,1154,1500
120,26,320,1154,1500
121,26,320,1154,1500
122,26,320,1154,1500
123,28,320,1152,1500
124,28,320,1152,1500
125,28,320,1152,1500
126,28,320,1152,1500
127,28,320,1152,1500
128,30,320,1150,1500
129,30,320,1150,1500
130,351,0,1149,1500
131,351,0,1149,1500
132,351,0,1149,1500
133,353,0,1147,1500
134,353,0,1147,1500
