Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,1500
1,0,1,431,1500
2,0,2,850,1500
4,0,1,852,1500
5,0,2,871,1500
6,0,312,983,1500
7,0,380,1120,1500
8,0,356,1144,1500
9,0,353,1147,0
10,0,352,1148,0
11,0,352,1148,0
12,0,351,1149,0
13,0,346,1154,0
14,0,346,1154,0
15,0,346,1154,0
16,0,346,1154,0
17,0,346,1154,0
18,0,346,1154,0
20,0,346,1154,0
21,0,344,1156,0
22,0,343,1157,0
23,0,343,1157,0
24,0,343,1157,0
25,0,343,1157,0
26,0,343,1157,0
27,0,343,1157,0
28,0,343,1157,0
29,0,343,1157,0
30,0,343,1157,0
31,0,343,1157,0
32,0,343,1157,0
33,0,343,1157,0
34,0,343,1157,0
35,0,343,1157,0
36,0,341,1159,0
37,0,341,1159,0
38,0,339,1161,0
39,0,339,1161,0
40,0,339,1161,0
41,0,339,1161,0
42,0,339,1161,0
43,0,339,1161,0
44,0,339,1161,0
45,0,339,1161,0
46,0,339,1161,0
47,0,339,1161,0
48,0,339,1161,0
49,0,339,1161,0
50,0,339,1161,0
51,0,339,1161,0
53,0,339,1161,0
54,0,339,1161,0
55,0,339,1161,0
56,0,339,1161,0
57,0,339,1161,0
58,0,339,1161,0
59,0,339,1161,0
60,0,339,1161,0
61,0,339,1161,0
62,0,339,1161,0
63,0,339,1161,0
64,0,339,1161,0
65,0,339,1161,0
66,0,339,1161,0
67,0,339,1161,0
68,0,339,1161,0
69,0,337,1163,0
70,0,335,1165,0
71,0,335,1165,0
72,0,335,1165,0
73,0,335,1165,0
74,0,335,1165,0
75,0,335,1165,0
76,0,335,1165,1500
77,0,335,1165,1500
78,0,335,1165,1500
79,0,335,1165,1500
80,0,335,1165,1500
81,0,335,1165,1500
82,0,335,1165,1500
83,0,335,1165,1500
84,0,335,1165,1500
85,0,335,1165,1500
86,0,335,1165,1500
87,0,335,1165,1500
88,0,335,1165,1500
89,0,335,1165,1500
90,0,335,1165,1500
91,0,335,1165,1500
92,0,335,1165,1500
93,0,335,1165,1500
94,0,335,1165,1500
95,0,335,1165,1500
96,0,335,1165,1500
97,0,335,1165,1500
98,0,335,1165,1500
99,0,335,1165,1500
100,0,335,1165,1500
101,0,335,1165,1500
102,0,335,1165,1500
103,0,335,1165,1500
104,0,335,1165,1500
105,0,335,1165,1500
106,0,335,1165,1500
107,0,335,1165,1500
108,0,335,1165,1500
109,0,335,1165,1500
110,0,335,1165,1500
111,0,335,1165,1500
112,0,335,1165,1500
113,0,335,1165,1500
114,0,335,1165,1500
115,0,335,1165,1500
116,0,335,1165,1500
117,0,335,1165,1500
118,0,335,1165,1500
119,0,335,1165,1500
120,0,335,1165,1500
121,0,335,1165,1500
122,2,335,1163,1500
123,2,335,1163,1500
124,2,335,1163,1500
125,2,335,1163,1500
126,6,335,1159,1500
127,6,335,1159,1500
128,6,335,1159,1500
129,6,335,1159,1500
130,6,335,1159,1500
131,6,335,1159,1500
132,6,335,1159,1500
133,168,173,1159,1500
134,341,0,1159,1500
135,341,0,1159,1500
136,341,0,1159,1500
137,343,0,1157,1500
138,343,0,1157,1500
139,343,0,1157,1500
140,343,0,1157,1500
141,343,0,1157,1500
142,345,0,1155,1500
143,345,0,1155,1500
144,345,0,1155,1500
145,345,0,1155,1500
146,345,0,1155,1500
147,347,0,1153,1500
148,347,0,1153,1500
149,347,0,1153,1500
150,347,0,1153,1500
151,347,0,1153,1500
152,349,0,1151,1500
153,349,0,1151,1500
154,349,0,1151,1500
155,349,0,1151,1500
156,349,0,1151,1500
157,351,0,1149,1500
158,351,0,1149,1500
159,351,0,1149,1500
160,351,0,1149,1500
161,351,0,1149,1500
162,353,0,1147,1500
163,353,0,1147,1500
164,353,0,1147,1500
165,353,0,1147,1500
166,353,0,1147,1500
167,355,0,1145,1500
168,355,0,1145,1500
169,355,0,1145,1500
170,355,0,1145,1500
171,355,0,1145,1500
172,357,0,1143,1500
173,357,0,1143,1500
174,357,0,1143,1500
175,357,0,1143,1500
176,357,0,1143,1500
177,359,0,1141,1500
178,359,0,1141,1500
179,359,0,1141,1500
180,359,0,1141,1500
181,359,0,1141,1500
182,361,0,1139,1500
183,361,0,1139,1500
184,361,0,1139,1500
185,361,0,1139,1500
186,361,0,1139,1500
187,363,0,1137,1500
188,363,0,1137,1500
189,363,0,1137,1500
190,363,0,1137,1500
191,363,0,1137,1500
192,365,0,1135,1500
193,365,0,1135,1500
194,365,0,1135,1500
195,365,0,1135,1500
196,483,0,1017,1500
197,1216,0,284,1500
198,1216,0,284,1500
199,1216,0,284,1500
200,1216,0,284,1500
201,1219,0,281,1500
202,1380,0,120,1500
203,1380,0,120,1500
204,1380,0,120,1500
205,1380,0,120,1500
206,1380,0,120,1500
207,1380,0,120,1500
208,1380,0,120,1500
209,1380,0,120,1500
210,1380,0,120,1500
211,1380,0,120,1500
212,1380,0,120,1500
213,1380,0,120,1500
214,1380,0,120,1500
215,1380,0,120,1500
216,1380,0,120,1500
217,1380,0,120,1500
218,1380,0,120,1500
219,1380,0,120,1500
220,1380,0,120,1500
221,1380,0,120,1500
222,1380,0,120,1500
223,1380,0,120,1500
224,1380,0,120,1500
225,1380,0,120,1500
226,1380,0,120,1500
227,1380,0,120,1500
228,1380,0,120,1500
229,1380,0,120,1500
230,1380,0,120,1500
231,1380,0,120,1500
232,1380,0,120,1500
233,1380,0,120,1500
234,1380,0,120,1500
235,1380,0,120,1500
236,1380,0,120,1500
237,1380,0,120,1500
238,1380,0,120,1500
239,1380,0,120,1500
240,1380,0,120,1500
241,1380,0,120,1500
