Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,4000
1,0,2,571,4000
2,0,2,1122,4000
3,0,536,1145,4000
4,0,1083,1147,4000
5,0,1621,1149,4000
6,0,2140,1151,0
7,0,2633,1158,0
8,0,2838,1162,0
9,0,2836,1164,0
10,0,2834,1166,0
11,0,2832,1168,0
12,0,2827,1173,0
13,0,2825,1175,0
14,0,2825,1175,0
15,0,2825,1175,0
16,0,2825,1175,0
17,0,2823,1177,0
18,0,2823,1177,0
19,0,2819,1181,0
20,0,2819,1181,0
21,0,2817,1183,0
22,0,2811,1189,0
23,0,2811,1189,0
24,0,2811,1189,0
25,0,2811,1189,0
26,0,2811,1189,0
27,0,2811,1189,0
28,0,2811,1189,0
29,0,2811,1189,0
30,0,2811,1189,0
31,0,2811,1189,0
32,0,2811,1189,0
33,0,2809,1191,0
34,0,2809,1191,0
35,0,2807,1193,0
36,0,2805,1195,0
37,0,2804,1196,0
38,0,2781,1219,0
39,0,2779,1221,0
40,0,2779,1221,0
41,0,2779,1221,0
42,0,2779,1221,0
43,0,2779,1221,0
44,0,2779,1221,0
45,0,2779,1221,0
46,0,2779,1221,0
47,2,2779,1219,0
48,2,2779,1219,0
49,2,2779,1219,0
50,2,2779,1219,0
51,2,2779,1219,0
52,2,2779,1219,0
53,2,2779,1219,0
54,2,2779,1219,0
55,2,2779,1219,0
56,2,2779,1219,0
57,2,2779,1219,0
58,2,2779,1219,0
59,2,2779,1219,0
60,2,2779,1219,0
61,4,2779,1217,0
62,8,2779,1213,0
63,11,2779,1210,0
64,14,2779,1207,0
65,15,2779,1206,0
66,15,2777,1208,0
67,15,2775,1210,0
68,16,2773,1211,0
69,16,2771,1213,0
70,16,2769,1215,0
71,16,2767,1217,0
72,16,2767,1217,0
73,19,2767,1214,0
74,19,2767,1214,0
75,19,2767,1214,0
76,19,2767,1214,4000
77,19,2767,1214,4000
78,20,2767,1213,4000
79,20,2767,1213,4000
80,20,2767,1213,4000
81,20,2767,1213,4000
82,20,2767,1213,4000
83,21,2767,1212,4000
84,21,2767,1212,4000
85,21,2767,1212,4000
86,21,2767,1212,4000
87,21,2767,1212,4000
88,22,2767,1211,4000
89,22,2767,1211,4000
90,22,2767,1211,4000
91,22,2767,1211,4000
92,22,2767,1211,4000
93,23,2767,1210,4000
94,23,2767,1210,4000
95,23,2767,1210,4000
96,23,2767,1210,4000
97,23,2767,1210,4000
98,24,2767,1209,4000
99,24,2767,1209,4000
100,24,2767,1209,4000
101,24,2767,1209,4000
102,24,2767,1209,4000
103,25,2767,1208,4000
104,25,2767,1208,4000
105,25,2767,1208,4000
106,25,2767,1208,4000
107,25,2767,1208,4000
108,26,2767,1207,4000
109,26,2767,1207,4000
110,26,2767,1207,4000
111,27,2767,1206,4000
112,29,2767,1204,4000
113,32,2767,1201,4000
114,34,2767,1199,4000
115,34,2767,1199,4000
116,34,2767,1199,4000
117,34,2767,1199,4000
118,35,2767,1198,4000
119,35,2767,1198,4000
120,37,2767,1196,4000
121,41,2767,1192,4000
122,43,2767,1190,4000
123,46,2767,1187,4000
124,46,2767,1187,4000
125,46,2767,1187,4000
126,47,2767,1186,4000
127,49,2767,1184,4000
128,52,2767,1181,4000
129,52,2767,1181,4000
130,426,2393,1181,4000
131,982,1837,1181,4000
132,1526,1293,1181,4000
133,2048,772,1180,4000
134,2535,285,1180,4000
135,2820,0,1180,4000
136,2820,0,1180,4000
137,2820,0,1180,4000
138,2820,0,1180,4000
139,2820,0,1180,4000
140,2820,0,1180,4000
141,2820,0,1180,4000
142,2820,0,1180,4000
143,2820,0,1180,4000
144,2820,0,1180,4000
145,2820,0,1180,4000
146,2820,0,1180,4000
147,2820,0,1180,4000
148,2820,0,1180,4000
149,2820,0,1180,4000
150,2820,0,1180,4000
151,2820,0,1180,4000
152,2820,0,1180,4000
153,2820,0,1180,4000
154,2820,0,1180,4000
155,2820,0,1180,4000
