Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,2500
1,0,2,482,2500
2,0,2,956,2500
3,0,289,1145,2500
4,0,763,1147,2500
5,0,1228,1149,2500
6,0,1348,1152,0
7,0,1348,1152,0
8,0,1344,1156,0
9,0,1344,1156,0
10,0,1341,1159,0
11,0,1340,1160,0
12,0,1339,1161,0
13,0,1339,1161,0
14,0,1339,1161,0
15,0,1339,1161,0
16,0,1339,1161,0
17,0,1339,1161,0
18,0,1337,1163,0
19,0,1336,1164,0
20,0,1334,1166,0
21,0,1334,1166,0
22,0,1334,1166,0
23,0,1334,1166,0
24,0,1334,1166,0
25,0,1334,1166,0
26,0,1334,1166,0
27,0,1334,1166,0
28,0,1334,1166,0
29,0,1334,1166,0
30,0,1334,1166,0
31,0,1334,1166,0
32,0,1334,1166,0
33,0,1334,1166,0
34,0,1332,1168,0
35,0,1330,1170,0
36,0,1329,1171,0
37,0,1329,1171,0
38,0,1329,1171,0
39,0,1329,1171,0
40,0,1329,1171,0
41,0,1329,1171,0
42,0,1329,1171,0
43,0,1329,1171,0
44,0,1329,1171,0
45,0,1329,1171,0
46,0,1329,1171,0
47,0,1329,1171,0
48,0,1329,1171,0
49,0,1329,1171,0
50,0,1329,1171,0
51,0,1329,1171,0
52,0,1329,1171,0
53,0,1329,1171,0
54,0,1329,1171,0
55,0,1329,1171,0
56,0,1329,1171,0
57,0,1329,1171,0
58,0,1329,1171,0
59,0,1329,1171,0
60,0,1329,1171,0
61,0,1329,1171,0
62,0,1329,1171,0
63,0,1329,1171,0
64,0,1329,1171,0
65,0,1329,1171,0
66,1,1327,1172,0
67,1,1325,1174,0
68,1,1293,1206,0
69,1,1293,1206,0
70,1,1293,1206,0
71,1,1293,1206,0
72,2,1293,1205,0
73,2,1293,1205,0
74,2,1293,1205,0
75,2,1293,1205,0
76,2,1293,1205,2500
77,3,1293,1204,2500
78,3,1293,1204,2500
79,3,1293,1204,2500
80,3,1293,1204,2500
81,3,1293,1204,2500
82,4,1293,1203,2500
83,4,1293,1203,2500
84,4,1293,1203,2500
85,4,1293,1203,2500
86,4,1293,1203,2500
87,5,1293,1202,2500
88,5,1293,1202,2500
89,5,1293,1202,2500
90,5,1293,1202,2500
91,5,1293,1202,2500
92,6,1293,1201,2500
93,6,1293,1201,2500
94,6,1293,1201,2500
95,6,1293,1201,2500
96,6,1293,1201,2500
97,7,1293,1200,2500
98,7,1293,1200,2500
99,7,1293,1200,2500
100,7,1293,1200,2500
101,8,1293,1199,2500
102,8,1293,1199,2500
103,8,1293,1199,2500
104,8,1293,1199,2500
105,8,1293,1199,2500
106,9,1293,1198,2500
107,9,1293,1198,2500
108,10,1293,1197,2500
109,13,1293,1194,2500
110,15,1293,1192,2500
111,17,1293,1190,2500
112,18,1293,1189,2500
113,20,1293,1187,2500
114,21,1293,1186,2500
115,23,1293,1184,2500
116,24,1293,1183,2500
117,26,1293,1181,2500
118,27,1293,1180,2500
119,27,1293,1180,2500
120,27,1293,1180,2500
121,27,1293,1180,2500
122,27,1293,1180,2500
123,29,1293,1178,2500
124,30,1293,1177,2500
125,32,1293,1175,2500
126,32,1293,1175,2500
127,32,1293,1175,2500
128,33,1293,1174,2500
129,33,1293,1174,2500
130,206,1120,1174,2500
131,642,684,1174,2500
132,1079,247,1174,2500
133,1327,0,1173,2500
134,1327,0,1173,2500
135,1327,0,1173,2500
136,1328,0,1172,2500
137,1328,0,1172,2500
138,1328,0,1172,2500
139,1328,0,1172,2500
140,1328,0,1172,2500
141,1328,0,1172,2500
142,1328,0,1172,2500
143,1328,0,1172,2500
144,1328,0,1172,2500
145,1328,0,1172,2500
146,1328,0,1172,2500
147,1328,0,1172,2500
