Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,2500
1,0,2,649,2500
2,0,144,1145,2500
3,0,786,1147,2500
4,0,1350,1150,2500
5,0,1348,1152,2500
6,0,1347,1153,0
7,0,1343,1157,0
8,0,1343,1157,0
9,0,1339,1161,0
10,0,1337,1163,0
11,0,1337,1163,0
12,0,1337,1163,0
13,0,1337,1163,0
14,0,1337,1163,0
15,0,1337,1163,0
16,0,1337,1163,0
17,0,1335,1165,0
18,0,1333,1167,0
19,0,1332,1168,0
20,0,1332,1168,0
21,0,1332,1168,0
22,0,1332,1168,0
23,0,1332,1168,0
24,0,1332,1168,0
25,0,1332,1168,0
26,0,1332,1168,0
27,0,1332,1168,0
28,0,1332,1168,0
29,0,1332,1168,0
30,0,1332,1168,0
31,0,1332,1168,0
32,0,1332,1168,0
33,0,1330,1170,0
34,0,1328,1172,0
35,0,1327,1173,0
36,0,1327,1173,0
37,0,1327,1173,0
38,0,1327,1173,0
39,0,1327,1173,0
40,0,1327,1173,0
41,0,1327,1173,0
42,0,1327,1173,0
43,0,1327,1173,0
44,0,1327,1173,0
45,0,1327,1173,0
46,0,1327,1173,0
47,0,1327,1173,0
48,0,1327,1173,0
49,0,1327,1173,0
50,0,1327,1173,0
51,0,1327,1173,0
52,0,1327,1173,0
53,0,1327,1173,0
54,0,1327,1173,0
55,0,1327,1173,0
56,0,1327,1173,0
57,0,1327,1173,0
58,0,1327,1173,0
59,0,1327,1173,0
60,0,1327,1173,0
61,0,1327,1173,0
62,2,1327,1171,0
63,2,1327,1171,0
64,2,1327,1171,0
65,2,1325,1173,0
66,2,1323,1175,0
67,4,1321,1175,0
68,4,1321,1175,0
69,4,1321,1175,0
70,4,1321,1175,0
71,4,1321,1175,0
72,6,1321,1173,0
73,6,1321,1173,0
74,6,1321,1173,0
75,6,1321,1173,0
76,6,1321,1173,2500
77,8,1321,1171,2500
78,8,1321,1171,2500
79,8,1321,1171,2500
80,8,1321,1171,2500
81,8,1321,1171,2500
82,10,1321,1169,2500
83,10,1321,1169,2500
84,10,1321,1169,2500
85,10,1321,1169,2500
86,10,1321,1169,2500
87,12,1321,1167,2500
88,12,1321,1167,2500
89,12,1321,1167,2500
90,12,1321,1167,2500
91,12,1321,1167,2500
92,14,1321,1165,2500
93,14,1321,1165,2500
94,14,1321,1165,2500
95,14,1321,1165,2500
96,14,1321,1165,2500
97,16,1321,1163,2500
98,16,1321,1163,2500
99,16,1321,1163,2500
100,16,1321,1163,2500
101,16,1321,1163,2500
102,18,1321,1161,2500
103,18,1321,1161,2500
104,18,1321,1161,2500
105,18,1321,1161,2500
106,18,1321,1161,2500
107,20,1321,1159,2500
108,22,1321,1157,2500
109,24,1321,1155,2500
110,25,1321,1154,2500
111,27,1321,1152,2500
112,31,1321,1148,2500
113,31,1321,1148,2500
114,33,1321,1146,2500
115,34,1321,1145,2500
116,34,1321,1145,2500
117,36,1321,1143,2500
118,36,1321,1143,2500
119,36,1321,1143,2500
120,36,1321,1143,2500
121,36,1321,1143,2500
122,38,1321,1141,2500
123,40,1321,1139,2500
124,41,1321,1138,2500
125,41,1321,1138,2500
126,41,1321,1138,2500
127,43,1321,1136,2500
128,43,1321,1136,2500
129,54,1310,1136,2500
130,608,756,1136,2500
131,1249,115,1136,2500
132,1366,0,1134,2500
133,1366,0,1134,2500
134,1366,0,1134,2500
135,1366,0,1134,2500
136,1366,0,1134,2500
137,1366,0,1134,2500
138,1366,0,1134,2500
139,1366,0,1134,2500
140,1366,0,1134,2500
141,1366,0,1134,2500
142,1366,0,1134,2500
143,1366,0,1134,2500
144,1366,0,1134,2500
145,1366,0,1134,2500
146,1366,0,1134,2500
147,1366,0,1134,2500
148,1366,0,1134,2500
149,1366,0,1134,2500
150,1366,0,1134,2500
151,1366,0,1134,2500
152,1366,0,1134,2500
153,1366,0,1134,2500
154,1366,0,1134,2500
155,1366,0,1134,2500
156,1366,0,1134,2500
157,1366,0,1134,2500
158,1366,0,1134,2500
159,1366,0,1134,2500
160,1366,0,1134,2500
161,1366,0,1134,2500
162,1366,0,1134,2500
163,1366,0,1134,2500
164,1366,0,1134,2500
165,1366,0,1134,2500
166,1366,0,1134,2500
167,1366,0,1134,2500
168,1366,0,1134,2500
169,1366,0,1134,2500
170,1366,0,1134,2500
171,1366,0,1134,2500
172,1366,0,1134,2500
173,1366,0,1134,2500
174,1366,0,1134,2500
175,1366,0,1134,2500
176,1366,0,1134,2500
177,1366,0,1134,2500
178,1366,0,1134,2500
179,1366,0,1134,2500
180,1366,0,1134,2500
181,1366,0,1134,2500
182,1366,0,1134,2500
183,1366,0,1134,2500
184,1366,0,1134,2500
185,1366,0,1134,2500
186,1366,0,1134,2500
187,1366,0,1134,2500
188,1366,0,1134,2500
189,1366,0,1134,2500
190,1366,0,1134,2500
191,1366,0,1134,2500
192,2378,0,122,2500
193,2378,0,122,2500
194,2378,0,122,2500
195,2378,0,122,2500
196,2378,0,122,2500
197,2378,0,122,2500
198,2378,0,122,2500
199,2378,0,122,2500
200,2378,0,122,2500
201,2378,0,122,2500
202,2378,0,122,2500
203,2378,0,122,2500
204,2378,0,122,2500
205,2378,0,122,2500
206,2378,0,122,2500
207,2378,0,122,2500
208,2378,0,122,2500
209,2378,0,122,2500
210,2378,0,122,2500
211,2378,0,122,2500
212,2378,0,122,2500
213,2378,0,122,2500
214,2378,0,122,2500
215,2378,0,122,2500
216,2378,0,122,2500
217,2378,0,122,2500
218,2378,0,122,2500
219,2378,0,122,2500
220,2378,0,122,2500
221,2378,0,122,2500
222,2378,0,122,2500
223,2378,0,122,2500
224,2378,0,122,2500
225,2378,0,122,2500
226,2378,0,122,2500
227,2378,0,122,2500
228,2378,0,122,2500
229,2378,0,122,2500
230,2378,0,122,2500
231,2378,0,122,2500
232,2378,0,122,2500
233,2378,0,122,2500
234,2378,0,122,2500
235,2378,0,122,2500
236,2378,0,122,2500
237,2378,0,122,2500
238,2378,0,122,2500
239,2378,0,122,2500
240,2378,0,122,2500
241,2378,0,122,2500
