Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,3500
1,0,2,646,3500
2,0,141,1145,3500
3,0,775,1147,3500
4,0,1327,1149,3500
5,0,1935,1151,3500
6,0,2347,1153,0
7,0,2341,1159,0
8,0,2339,1161,0
9,0,2339,1161,0
10,0,2335,1165,0
11,0,2333,1167,0
12,0,2323,1177,0
13,0,2323,1177,0
14,0,2323,1177,0
15,0,2323,1177,0
16,0,2323,1177,0
17,0,2308,1192,0
18,0,2306,1194,0
19,0,2304,1196,0
20,0,2303,1197,0
21,0,2303,1197,0
22,0,2303,1197,0
23,0,2303,1197,0
24,0,2303,1197,0
25,0,2303,1197,0
26,0,2303,1197,0
27,0,2303,1197,0
28,0,2303,1197,0
29,0,2303,1197,0
30,0,2303,1197,0
31,0,2303,1197,0
32,0,2301,1199,0
33,0,2301,1199,0
34,0,2299,1201,0
35,0,2297,1203,0
36,0,2296,1204,0
37,0,2296,1204,0
38,0,2296,1204,0
39,0,2296,1204,0
40,0,2296,1204,0
41,0,2296,1204,0
42,0,2296,1204,0
43,0,2296,1204,0
44,0,2296,1204,0
45,0,2296,1204,0
46,0,2296,1204,0
47,0,2296,1204,0
48,0,2296,1204,0
49,0,2296,1204,0
50,0,2296,1204,0
51,0,2296,1204,0
52,0,2296,1204,0
53,0,2296,1204,0
54,0,2296,1204,0
55,0,2296,1204,0
56,0,2296,1204,0
57,0,2296,1204,0
58,0,2296,1204,0
59,0,2296,1204,0
60,0,2296,1204,0
61,0,2296,1204,0
62,0,2296,1204,0
63,1,2296,1203,0
64,1,2296,1203,0
65,1,2294,1205,0
66,1,2292,1207,0
67,1,2291,1208,0
68,2,2255,1243,0
69,2,2253,1245,0
70,2,2253,1245,0
71,2,2253,1245,0
72,2,2253,1245,0
73,3,2253,1244,0
74,3,2253,1244,0
75,3,2253,1244,0
76,3,2253,1244,3500
77,3,2253,1244,3500
78,4,2253,1243,3500
79,6,2253,1241,3500
80,8,2253,1239,3500
81,9,2253,1238,3500
82,20,2253,1227,3500
83,21,2253,1226,3500
84,21,2253,1226,3500
85,21,2253,1226,3500
86,21,2253,1226,3500
87,21,2253,1226,3500
88,22,2253,1225,3500
89,22,2253,1225,3500
90,22,2253,1225,3500
91,22,2253,1225,3500
92,22,2253,1225,3500
93,23,2253,1224,3500
94,23,2253,1224,3500
95,23,2253,1224,3500
96,23,2253,1224,3500
97,23,2253,1224,3500
98,24,2253,1223,3500
99,24,2253,1223,3500
100,24,2253,1223,3500
101,24,2253,1223,3500
102,24,2253,1223,3500
103,25,2253,1222,3500
104,25,2253,1222,3500
105,25,2253,1222,3500
106,25,2253,1222,3500
107,25,2253,1222,3500
108,26,2253,1221,3500
109,28,2253,1219,3500
110,30,2253,1217,3500
111,32,2253,1215,3500
112,34,2253,1213,3500
113,37,2253,1210,3500
114,40,2253,1207,3500
115,42,2253,1205,3500
116,44,2253,1203,3500
117,46,2253,1201,3500
118,49,2253,1198,3500
119,58,2253,1189,3500
120,59,2253,1188,3500
121,59,2253,1188,3500
122,59,2253,1188,3500
123,60,2253,1187,3500
124,74,2253,1173,3500
125,76,2253,1171,3500
126,76,2253,1171,3500
127,77,2253,1170,3500
128,78,2253,1169,3500
129,78,2253,1169,3500
130,698,1633,1169,3500
131,1266,1065,1169,3500
132,1824,507,1169,3500
133,2323,9,1168,3500
134,2332,0,1168,3500
135,2332,0,1168,3500
136,2332,0,1168,3500
137,2332,0,1168,3500
138,2332,0,1168,3500
139,2332,0,1168,3500
140,2332,0,1168,3500
141,2332,0,1168,3500
142,2332,0,1168,3500
143,2332,0,1168,3500
144,2332,0,1168,3500
145,2332,0,1168,3500
146,2332,0,1168,3500
147,2332,0,1168,3500
148,2332,0,1168,3500
149,2332,0,1168,3500
150,2332,0,1168,3500
151,2332,0,1168,3500
152,2332,0,1168,3500
153,2332,0,1168,3500
154,2332,0,1168,3500
155,2332,0,1168,3500
156,2332,0,1168,3500
157,2332,0,1168,3500
158,2332,0,1168,3500
159,2332,0,1168,3500
160,2332,0,1168,3500
161,2332,0,1168,3500
162,2332,0,1168,3500
163,2332,0,1168,3500
164,2332,0,1168,3500
165,2332,0,1168,3500
166,2332,0,1168,3500
167,2332,0,1168,3500
168,2332,0,1168,3500
169,2332,0,1168,3500
170,2332,0,1168,3500
171,2332,0,1168,3500
172,2332,0,1168,3500
173,2332,0,1168,3500
174,2332,0,1168,3500
175,2332,0,1168,3500
176,2332,0,1168,3500
177,2332,0,1168,3500
178,2332,0,1168,3500
179,2332,0,1168,3500
180,2332,0,1168,3500
181,2332,0,1168,3500
182,2332,0,1168,3500
183,2332,0,1168,3500
184,2332,0,1168,3500
185,2332,0,1168,3500
186,2332,0,1168,3500
187,2332,0,1168,3500
188,2332,0,1168,3500
189,2332,0,1168,3500
190,2332,0,1168,3500
191,2332,0,1168,3500
192,2332,0,1168,3500
193,3345,0,155,3500
194,3345,0,155,3500
195,3345,0,155,3500
196,3345,0,155,3500
197,3345,0,155,3500
198,3345,0,155,3500
199,3345,0,155,3500
200,3345,0,155,3500
201,3345,0,155,3500
202,3345,0,155,3500
203,3345,0,155,3500
204,3345,0,155,3500
205,3345,0,155,3500
206,3345,0,155,3500
207,3345,0,155,3500
208,3345,0,155,3500
209,3345,0,155,3500
210,3345,0,155,3500
211,3345,0,155,3500
212,3345,0,155,3500
213,3345,0,155,3500
214,3345,0,155,3500
215,3345,0,155,3500
216,3345,0,155,3500
217,3345,0,155,3500
218,3345,0,155,3500
219,3345,0,155,3500
220,3345,0,155,3500
221,3345,0,155,3500
222,3345,0,155,3500
223,3345,0,155,3500
224,3345,0,155,3500
225,3345,0,155,3500
226,3345,0,155,3500
227,3345,0,155,3500
228,3345,0,155,3500
229,3345,0,155,3500
230,3345,0,155,3500
231,3345,0,155,3500
232,3345,0,155,3500
233,3345,0,155,3500
234,3345,0,155,3500
235,3345,0,155,3500
236,3345,0,155,3500
237,3345,0,155,3500
