Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,3500
1,0,2,332,3500
2,0,2,662,3500
3,0,2,988,3500
4,0,174,1145,3500
5,0,502,1147,3500
6,0,827,1149,3500
7,0,1146,1151,3500
8,0,1465,1153,3500
9,0,1781,1156,0
10,0,2071,1158,0
11,0,2339,1161,0
12,0,2338,1162,0
13,0,2336,1164,0
14,0,2332,1168,0
15,0,2330,1170,0
16,0,2328,1172,0
17,0,2326,1174,0
18,0,2325,1175,0
19,0,2323,1177,0
20,0,2319,1181,0
21,0,2319,1181,0
22,0,2318,1182,0
23,0,2316,1184,0
24,0,2312,1188,0
25,0,2310,1190,0
26,0,2309,1191,0
27,0,2309,1191,0
28,0,2309,1191,0
29,0,2309,1191,0
30,0,2309,1191,0
31,0,2309,1191,0
32,0,2309,1191,0
33,0,2309,1191,0
34,0,2309,1191,0
35,0,2307,1193,0
36,0,2305,1195,0
37,0,2303,1197,0
38,0,2302,1198,0
39,0,2290,1210,0
40,0,2288,1212,0
41,0,2286,1214,0
42,0,2285,1215,0
43,0,2285,1215,0
44,0,2285,1215,0
45,0,2285,1215,0
46,0,2285,1215,0
47,0,2285,1215,0
48,0,2285,1215,0
49,0,2285,1215,0
50,0,2285,1215,0
51,0,2285,1215,0
52,2,2285,1213,0
53,2,2285,1213,0
54,3,2285,1212,0
55,3,2285,1212,0
56,3,2285,1212,0
57,3,2285,1212,0
58,3,2285,1212,0
59,3,2285,1212,0
60,3,2285,1212,0
61,3,2285,1212,0
62,3,2285,1212,0
63,5,2285,1210,0
64,6,2285,1209,0
65,7,2285,1208,0
66,7,2285,1208,0
67,7,2284,1209,0
68,7,2282,1211,0
69,7,2266,1227,0
70,7,2264,1229,0
71,7,2262,1231,0
72,7,2260,1233,0
73,7,2260,1233,0
74,7,2259,1234,0
75,8,2257,1235,0
76,8,2257,1235,0
77,8,2257,1235,3500
78,8,2257,1235,3500
79,8,2257,1235,3500
80,8,2257,1235,3500
81,8,2257,1235,3500
82,8,2257,1235,3500
83,8,2257,1235,3500
84,8,2257,1235,3500
85,8,2257,1235,3500
86,8,2257,1235,3500
87,8,2257,1235,3500
88,8,2257,1235,3500
89,8,2257,1235,3500
90,8,2257,1235,3500
91,8,2257,1235,3500
92,8,2257,1235,3500
93,8,2257,1235,3500
94,8,2257,1235,3500
95,19,2257,1224,3500
96,19,2257,1224,3500
97,19,2257,1224,3500
98,19,2257,1224,3500
99,19,2257,1224,3500
100,19,2257,1224,3500
101,19,2257,1224,3500
102,19,2257,1224,3500
103,19,2257,1224,3500
104,19,2257,1224,3500
105,19,2257,1224,3500
106,19,2257,1224,3500
107,19,2257,1224,3500
108,19,2257,1224,3500
109,21,2257,1222,3500
110,23,2257,1220,3500
111,25,2257,1218,3500
112,26,2257,1217,3500
113,28,2257,1215,3500
114,30,2257,1213,3500
115,32,2257,1211,3500
116,32,2257,1211,3500
117,33,2257,1210,3500
118,35,2257,1208,3500
119,37,2257,1206,3500
120,39,2257,1204,3500
121,41,2257,1202,3500
122,43,2257,1200,3500
123,44,2257,1199,3500
124,44,2257,1199,3500
125,44,2257,1199,3500
126,44,2257,1199,3500
127,44,2257,1199,3500
128,44,2257,1199,3500
129,45,2257,1198,3500
130,47,2257,1196,3500
131,137,2169,1194,3500
132,465,1841,1194,3500
133,778,1528,1194,3500
134,1103,1204,1193,3500
135,1360,947,1193,3500
136,1674,633,1193,3500
137,1963,344,1193,3500
138,2268,39,1193,3500
139,2308,0,1192,3500
140,2308,0,1192,3500
141,2308,0,1192,3500
142,2308,0,1192,3500
143,2308,0,1192,3500
144,2309,0,1191,3500
145,2309,0,1191,3500
146,2309,0,1191,3500
147,2309,0,1191,3500
148,2309,0,1191,3500
149,2310,0,1190,3500
150,2310,0,1190,3500
151,2310,0,1190,3500
152,2310,0,1190,3500
153,2310,0,1190,3500
154,2311,0,1189,3500
155,2311,0,1189,3500
156,2311,0,1189,3500
157,2311,0,1189,3500
158,2311,0,1189,3500
159,2312,0,1188,3500
160,2312,0,1188,3500
161,2312,0,1188,3500
162,2312,0,1188,3500
163,2312,0,1188,3500
164,2313,0,1187,3500
165,2313,0,1187,3500
166,2313,0,1187,3500
167,2313,0,1187,3500
168,2313,0,1187,3500
169,2314,0,1186,3500
170,2314,0,1186,3500
171,2314,0,1186,3500
172,2314,0,1186,3500
173,2314,0,1186,3500
174,2315,0,1185,3500
175,2315,0,1185,3500
176,2315,0,1185,3500
177,2315,0,1185,3500
178,2315,0,1185,3500
179,2316,0,1184,3500
180,2316,0,1184,3500
181,2316,0,1184,3500
182,2316,0,1184,3500
183,2316,0,1184,3500
184,2317,0,1183,3500
185,2317,0,1183,3500
186,2317,0,1183,3500
187,2317,0,1183,3500
188,2317,0,1183,3500
189,2318,0,1182,3500
190,2318,0,1182,3500
191,2318,0,1182,3500
192,2477,0,1023,3500
193,2806,0,694,3500
194,3332,0,168,3500
195,3332,0,168,3500
196,3332,0,168,3500
197,3332,0,168,3500
198,3332,0,168,3500
199,3333,0,167,3500
200,3333,0,167,3500
201,3333,0,167,3500
202,3333,0,167,3500
203,3333,0,167,3500
204,3333,0,167,3500
205,3333,0,167,3500
206,3333,0,167,3500
207,3333,0,167,3500
208,3333,0,167,3500
209,3333,0,167,3500
210,3333,0,167,3500
211,3333,0,167,3500
212,3333,0,167,3500
213,3333,0,167,3500
214,3333,0,167,3500
215,3333,0,167,3500
216,3333,0,167,3500
217,3333,0,167,3500
218,3333,0,167,3500
219,3333,0,167,3500
220,3333,0,167,3500
221,3333,0,167,3500
222,3333,0,167,3500
223,3333,0,167,3500
224,3333,0,167,3500
225,3333,0,167,3500
226,3333,0,167,3500
227,3333,0,167,3500
228,3333,0,167,3500
229,3333,0,167,3500
230,3333,0,167,3500
231,3333,0,167,3500
232,3333,0,167,3500
233,3333,0,167,3500
234,3333,0,167,3500
235,3333,0,167,3500
236,3333,0,167,3500
237,3333,0,167,3500
238,3333,0,167,3500
239,3333,0,167,3500
240,3333,0,167,3500
241,3333,0,167,3500
