Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,4090
1,0,2,409,4090
2,0,2,793,4090
3,0,36,1145,4090
4,0,409,1147,4090
5,0,795,1149,4090
6,0,1175,1151,0
7,0,1550,1153,0
8,0,1918,1157,0
9,0,2234,1159,0
10,0,2600,1161,0
11,0,2925,1165,0
12,0,2923,1167,0
13,0,2921,1169,0
14,0,2919,1171,0
15,0,2917,1173,0
16,0,2915,1175,0
17,0,2913,1177,0
18,0,2910,1180,0
19,0,2908,1182,0
20,0,2907,1183,0
21,0,2905,1185,0
22,0,2904,1186,0
23,0,2896,1194,0
24,0,2892,1198,0
25,0,2892,1198,0
26,0,2890,1200,0
27,0,2890,1200,0
28,0,2890,1200,0
29,0,2890,1200,0
30,0,2890,1200,0
31,0,2890,1200,0
32,0,2890,1200,0
33,0,2890,1200,0
34,0,2888,1202,0
35,0,2886,1204,0
36,0,2886,1204,0
37,0,2884,1206,0
38,0,2882,1208,0
39,0,2873,1217,0
40,0,2871,1219,0
41,0,2869,1221,0
42,0,2868,1222,0
43,0,2868,1222,0
44,0,2868,1222,0
45,0,2868,1222,0
46,0,2868,1222,0
47,1,2868,1221,0
48,1,2868,1221,0
49,1,2868,1221,0
50,1,2868,1221,0
51,3,2868,1219,0
52,4,2868,1218,0
53,6,2868,1216,0
54,6,2868,1216,0
55,6,2868,1216,0
56,6,2868,1216,0
57,6,2868,1216,0
58,6,2868,1216,0
59,6,2868,1216,0
60,6,2868,1216,0
61,9,2868,1213,0
62,10,2868,1212,0
63,13,2868,1209,0
64,16,2868,1206,0
65,17,2868,1205,0
66,17,2868,1205,0
67,17,2867,1206,0
68,17,2865,1208,0
69,18,2847,1225,0
70,18,2845,1227,0
71,18,2843,1229,0
72,18,2841,1231,0
73,18,2839,1233,0
74,20,2837,1233,0
75,22,2837,1231,0
76,24,2837,1229,4090
77,24,2837,1229,4090
78,24,2837,1229,4090
79,25,2837,1228,4090
80,25,2837,1228,4090
81,25,2837,1228,4090
82,25,2837,1228,4090
83,25,2837,1228,4090
84,26,2837,1227,4090
85,26,2837,1227,4090
86,26,2837,1227,4090
87,26,2837,1227,4090
88,26,2837,1227,4090
89,27,2837,1226,4090
90,27,2837,1226,4090
91,27,2837,1226,4090
92,27,2837,1226,4090
93,27,2837,1226,4090
94,28,2837,1225,4090
95,37,2837,1216,4090
96,38,2837,1215,4090
97,38,2837,1215,4090
98,39,2837,1214,4090
99,40,2837,1213,4090
100,40,2837,1213,4090
101,40,2837,1213,4090
102,40,2837,1213,4090
103,40,2837,1213,4090
104,41,2837,1212,4090
105,41,2837,1212,4090
106,41,2837,1212,4090
107,41,2837,1212,4090
108,41,2837,1212,4090
109,42,2837,1211,4090
110,44,2837,1209,4090
