Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,4090
1,0,1,586,4090
2,0,13,1145,4090
3,0,591,1147,4090
4,0,1166,1149,4090
5,0,1732,1151,4090
6,0,2275,1153,0
7,0,2805,1156,0
8,0,2931,1159,0
9,0,2929,1161,0
10,0,2927,1163,0
11,0,2923,1167,0
12,0,2921,1169,0
13,0,2919,1171,0
14,0,2919,1171,0
15,0,2919,1171,0
16,0,2919,1171,0
17,0,2917,1173,0
18,0,2917,1173,0
19,0,2915,1175,0
20,0,2913,1177,0
21,0,2911,1179,0
22,0,2899,1191,0
23,0,2899,1191,0
24,0,2899,1191,0
25,0,2899,1191,0
26,0,2899,1191,0
27,0,2899,1191,0
28,0,2899,1191,0
29,0,2899,1191,0
30,0,2899,1191,0
31,0,2899,1191,0
32,0,2899,1191,0
33,0,2898,1192,0
34,0,2898,1192,0
35,0,2896,1194,0
36,0,2894,1196,0
37,0,2870,1220,0
38,0,2868,1222,0
39,0,2868,1222,0
40,0,2868,1222,0
41,0,2868,1222,0
42,0,2868,1222,0
43,0,2868,1222,0
44,0,2868,1222,0
45,0,2868,1222,0
46,0,2868,1222,0
47,1,2868,1221,0
48,2,2868,1220,0
49,2,2868,1220,0
50,2,2868,1220,0
51,2,2868,1220,0
52,2,2868,1220,0
53,2,2868,1220,0
54,2,2868,1220,0
55,2,2868,1220,0
56,2,2868,1220,0
57,2,2868,1220,0
58,2,2868,1220,0
59,2,2868,1220,0
60,4,2868,1218,0
61,6,2868,1216,0
62,9,2868,1213,0
63,11,2868,1211,0
64,13,2868,1209,0
65,13,2868,1209,0
66,13,2866,1211,0
67,14,2864,1212,0
68,14,2830,1246,0
69,14,2828,1248,0
70,14,2826,1250,0
71,14,2826,1250,0
72,15,2826,1249,0
73,17,2826,1247,0
74,20,2826,1244,0
75,20,2826,1244,0
76,20,2826,1244,4090
77,21,2826,1243,4090
78,21,2826,1243,4090
79,21,2826,1243,4090
80,21,2826,1243,4090
81,21,2826,1243,4090
82,25,2826,1239,4090
83,25,2826,1239,4090
84,25,2826,1239,4090
85,25,2826,1239,4090
86,25,2826,1239,4090
87,26,2826,1238,4090
88,26,2826,1238,4090
89,26,2826,1238,4090
90,26,2826,1238,4090
91,47,2826,1217,4090
92,50,2826,1214,4090
93,50,2826,1214,4090
94,50,2826,1214,4090
95,50,2826,1214,4090
96,50,2826,1214,4090
97,51,2826,1213,4090
98,51,2826,1213,4090
99,51,2826,1213,4090
100,51,2826,1213,4090
101,51,2826,1213,4090
102,52,2826,1212,4090
103,52,2826,1212,4090
104,52,2826,1212,4090
105,52,2826,1212,4090
106,52,2826,1212,4090
107,53,2826,1211,4090
108,53,2826,1211,4090
109,54,2826,1210,4090
110,56,2826,1208,4090
111,58,2826,1206,4090
112,61,2826,1203,4090
113,61,2826,1203,4090
114,61,2826,1203,4090
115,61,2826,1203,4090
116,61,2826,1203,4090
117,61,2826,1203,4090
118,63,2826,1201,4090
119,65,2826,1199,4090
120,67,2826,1197,4090
